Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,Total IDA and IBRD Commitment $US,Grant Amount $US,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2,
P173832,Western and Central Africa,Central African Republic,Active,Central African Republic COVID-19 Preparedness and Response Project,To prepare for and respond to the threat posed by COVID-19 in the Central African Republic.,Ministry of Health and Population,No,https://projects.worldbank.org/en/projects-operations/project-detail/P173832,"April 20, 2020","June 30, 2024",,IDA,33000000,,,33000000,,Central African Republic,Investment Project Financing,,Substantial,Public Administration - Health,,,,,
P173851,Western and Central Africa,Republic of Congo,Active,Republic of Congo COVID-19 Emergency Response Project,"To prevent, detect, and respond to the threat posed by COVID-19 and strengthen the national system for public health preparedness in  the Republic of Congo.",Ministry of Health and Population,No,https://projects.worldbank.org/en/projects-operations/project-detail/P173851,"April 20, 2020","April 30, 2024",,IDA,26310000,,,26310000,"3,000,000",Republic of Congo,Investment Project Financing,,Substantial,Health,Health Facilities and Construction,Public Administration - Health,,,
P173787,South Asia,Kingdom of Bhutan,Active,Bhutan: COVID-19 Emergency Response and Health Systems Preparedness Project,"To prevent, detect and respond to the threat posed by COVID-19 and to strengthen national systems for public health preparedness in Bhutan","Ministry of Health, Royal Government of Bhutan",No,https://projects.worldbank.org/en/projects-operations/project-detail/P173787,"April 17, 2020","December 31, 2023",,IDA,5000000,,,5000000,,Kingdom of Bhutan,Investment Project Financing,,Substantial,Health Facilities and Construction,Health,Public Administration - Health,,,
P173872,Latin America and Caribbean,Republic of El Salvador,Active,El Salvador COVID-19 Emergency Response Project,"To respond to and mitigate the threat posed by COVID-19 and strengthen the national system for public health
preparedness in El Salv ador.",Ministry of Health,No,https://projects.worldbank.org/en/projects-operations/project-detail/P173872,"April 17, 2020","December 31, 2023",,IBRD,70000000,,,70000000,,Republic of El Salvador,Investment Project Financing,,Substantial,Public Administration - Health,Health Facilities and Construction,Health,,,
P173880,Western and Central Africa,Republic of Togo,Active,Togo COVID-19 Emergency Response and Systems Preparedness Strengthening Project,"To prevent, detect and respond to the threat posed by COVID-19 and strengthen national systems for public health preparedness in To go.","Ministère de la Santé, de l’hygiène Publique et de l’accès universel aux soins",No,https://projects.worldbank.org/en/projects-operations/project-detail/P173880,"April 17, 2020","December 31, 2023",,IDA,62600000,,,62600000,"4,500,000",Republic of Togo,Investment Project Financing,,Substantial,Public Administration - Health,Health Facilities and Construction,,,,
P173887,East Asia and Pacific,Republic of the Marshall Islands,Active,RMI COVID-19 Emergency Response Project,To prevent and respond to the threat posed by COVID-19 and strengthen national systems for public health preparedness in the Republi c of the Marshall Islands.,Ministry of Health and Human Services,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P173887,"April 16, 2020","October 31, 2023",,IDA,2500000,,,2500000,,The Republic of the Marshall Islands,Investment Project Financing,,Substantial,Health,Public Administration - Health,,,,
P162493,Eastern and Southern Africa,United Republic of Tanzania,Closed,Extractive Industries Accountability and Governance Enhancement Project,"The project development objective is to achieve compliance with the TEITA Act, prepare for validation according to the 2019 EITI sta ndard and to improve the investment climate in the extractive sector by advancing a constructive dialogue on the impacts and benefit s of the extractive industries between the Government and the private sector.",Ministry of Minerals,No,https://projects.worldbank.org/en/projects-operations/project-detail/P162493,"April 14, 2020","March 31, 2022",,Grants,750000,,,750000,"750,000",TEITI Secretariat,Investment Project Financing,C,,Public Administration - Energy and Extractives,,,,,
P173902,East Asia and Pacific,Republic of the Union of Myanmar,Active,Myanmar COVID-19 Emergency Response Project,To respond to the threat posed by COVID-19 and strengthen national systems for public health emergency preparedness in Myanmar.,Ministry of Health and Sports,No,https://projects.worldbank.org/en/projects-operations/project-detail/P173902,"April 14, 2020","August 31, 2023",,IDA,50000000,,,50000000,,"Ministry of Planning, Finance, and Industry",Investment Project Financing,,Substantial,Public Administration - Health,,,,,
P173806,Eastern and Southern Africa,Republic of Malawi,Active,Malawi COVID-19 Emergency Response and Health Systems Preparedness Project,"To prevent, detect and respond to the threat posed by COVID-19 in Malawi and strengthen national systems for public health preparedn ess.",Ministry of Health,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P173806,"April 14, 2020","December 31, 2025",,Grants,96900000,,,96900000,"10,000,000",Republic of Malawi,Investment Project Financing,,Substantial,Health Facilities and Construction,Health,Public Administration - Health,,,
P173846,Western and Central Africa,Republic of Niger,Active,Niger COVID-19 Emergency Response Project,"To prevent, detect and respond to the threat posed by COVID-19 and strengthen national systems for public health preparedness in Nig er","Ministry of Public Health, Population and Social Affairs",No,https://projects.worldbank.org/en/projects-operations/project-detail/P173846,"April 13, 2020","December 31, 2024",,Grants,43150000,,,43150000,"1,200,000","Ministry of Planning, Republic of Niger",Investment Project Financing,,Substantial,Health,Health Facilities and Construction,Public Administration - Health,,,
P169272,Latin America and Caribbean,Federative Republic of Brazil,Active,Transition to Electromobility in Brazilian Cities,"The Development Objectives are to 1) enhance the technical, financial and institutional readiness of federal government agencies to transition to bus electrification in Brazil and 2) support the preparation of electric bus pilot projects in selected Brazilian citi es.",IABS,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P169272,"April 10, 2020",,,Grants,940000,,,940000,"940,000",,Investment Project Financing,,Low,Public Administration - Transportation,Urban Transport,ICT Infrastructure,,,
P173816,Western and Central Africa,Republic of Mali,Active,MALI COVID-19 EMERGENCY RESPONSE PROJECT,"The objective of the Project is to strengthen the capacity of the Recipient to prevent, prepare for and respond to COVID-19 pandemic",Ministry of Health and Social Development,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P173816,"April 10, 2020","December 31, 2023",,IDA,0,,,0,,THE REPUBLIC OF MALI,Investment Project Financing,,Substantial,Health,Public Administration - Health,Health Facilities and Construction,,,
P173812,Western and Central Africa,Republic of Liberia,Active,Liberia COVID-19 Emergency Response Project,The development objective is to prepare and respond to the COVID-19 pandemic in Liberia,Ministry of Health,No,https://projects.worldbank.org/en/projects-operations/project-detail/P173812,"April 9, 2020","September 30, 2024",,IDA,7500000,,,7500000,,Republic of Liberia,Investment Project Financing,,Substantial,Public Administration - Health,Health Facilities and Construction,Health,,,
P169196,Eastern and Southern Africa,Democratic Republic of Sao Tome and Prin,Active,Power Sector Recovery Project Additional Financing,The project development objectives are to (i) increase renewable energy generation and (ii) improve the reliability of the electrici ty supply.,Agencia Fiduciaria de Administracao de Projeto (AFAP),No,https://projects.worldbank.org/en/projects-operations/project-detail/P169196,"April 6, 2020",,,IDA,0,,,0,,Ministry of Finance and Public Adminstration,Investment Project Financing,,,Renewable Energy Hydro,Energy Transmission and Distribution,,,,
P173817,East Asia and Pacific,Lao People's Democratic Republic,Active,Lao PDR COVID-19 Response Project,To respond to the COVID-19 outbreak and strengthen national systems for public health emergency preparedness in Lao PDR.,Ministry of Health,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P173817,"April 6, 2020","December 31, 2023",,IDA,33000000,,,33000000,"5,000,000",Lao People's Democratic Republic,Investment Project Financing,,Substantial,Public Administration - Health,Health Facilities and Construction,Health,,,
P173757,South Asia,People's Republic of Bangladesh,Active,Bangladesh: COVID-19 Emergency Response and Pandemic Preparedness Project,"To support the Government of Bangladesh to prevent, detect and respond to the threat posed by COVID-19 and strengthen national syste ms for public health preparedness","Ministry of Health and Family Welfare, Public Works Department",No,https://projects.worldbank.org/en/projects-operations/project-detail/P173757,"April 3, 2020","December 31, 2023",,Other,700000000,,,700000000,"100,000,000",People's Republic of Bangladesh,Investment Project Financing,,Substantial,Health,Health Facilities and Construction,Public Administration - Health,,,
P171934,Europe and Central Asia,Kyrgyz Republic,Active,Additional Financing to Heat Supply Improvement Project,The Project Development Objective is to improve the efficiency and quality of heating in selected Project areas.,"Community Development and Investment Agency (ARIS), Bishkekteploset JSC (BTS)",No,https://projects.worldbank.org/en/projects-operations/project-detail/P171934,"April 3, 2020",,,Grants,2661000,,,2661000,"2,660,000",Kyrgyz Republic,Investment Project Financing,,,Public Administration - Energy and Extractives,Other Energy and Extractives,,,,
